timestamp,agent.name,rule.description,rule.level,rule.id
"May 15, 2026 @ 15:00:45.959",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/group- are configured.,3,19008
"May 15, 2026 @ 15:00:45.949",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/group are configured.,3,19008
"May 15, 2026 @ 15:00:45.939",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/passwd- are configured.,3,19008
"May 15, 2026 @ 15:00:45.929",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/passwd are configured.,3,19008
"May 15, 2026 @ 15:00:45.919",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure group root is the only GID 0 group.,3,19008
"May 15, 2026 @ 15:00:45.909",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure inactive password lock is configured.,7,19007
"May 15, 2026 @ 15:00:45.898",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password expiration warning days is configured.,3,19008
"May 15, 2026 @ 15:00:45.888",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password expiration is configured.,7,19007
"May 15, 2026 @ 15:00:45.878",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure minimum password age is configured.,7,19007
"May 15, 2026 @ 15:00:45.868",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure strong password hashing algorithm is configured.,3,19008
"May 15, 2026 @ 15:00:45.858",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure password failed attempts lockout is configured.,3,19008
"May 15, 2026 @ 15:00:45.847",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure libpam-pwquality is installed.,7,19007
"May 15, 2026 @ 15:00:45.831",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure access to the su command is restricted.,7,19007
"May 15, 2026 @ 15:00:45.821",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sudo authentication timeout is configured correctly.,3,19008
"May 15, 2026 @ 15:00:45.811",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure re-authentication for privilege escalation is not disabled globally.,3,19008
"May 15, 2026 @ 15:00:45.801",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure users must provide password for privilege escalation.,3,19008
"May 15, 2026 @ 15:00:45.790",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sudo log file exists.,7,19007
"May 15, 2026 @ 15:00:45.780",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sudo commands use pty.,3,19008
"May 15, 2026 @ 15:00:45.770",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sudo is installed.,3,19008
"May 15, 2026 @ 15:00:45.760",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd ClientAliveInterval and ClientAliveCountMax are configured.,7,19007
"May 15, 2026 @ 15:00:45.749",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd LoginGraceTime is configured.,7,19007
"May 15, 2026 @ 15:00:45.739",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd MaxSessions is configured.,3,19008
"May 15, 2026 @ 15:00:45.729",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd MaxStartups is configured.,7,19007
"May 15, 2026 @ 15:00:45.719",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd MaxAuthTries is configured.,7,19007
"May 15, 2026 @ 15:00:45.709",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd Banner is configured.,7,19007
"May 15, 2026 @ 15:00:45.699",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd KexAlgorithms is configured.,3,19008
"May 15, 2026 @ 15:00:45.689",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd MACs are configured.,7,19007
"May 15, 2026 @ 15:00:45.678",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd Ciphers are configured.,3,19008
"May 15, 2026 @ 15:00:45.667",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd IgnoreRhosts is enabled.,3,19008
"May 15, 2026 @ 15:00:45.657",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd PermitUserEnvironment is disabled.,3,19008
"May 15, 2026 @ 15:00:45.647",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd PermitEmptyPasswords is disabled.,3,19008
"May 15, 2026 @ 15:00:45.635",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd HostbasedAuthentication is disabled.,3,19008
"May 15, 2026 @ 15:00:45.625",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd PermitRootLogin is disabled.,7,19007
"May 15, 2026 @ 15:00:45.614",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd UsePAM is enabled.,3,19008
"May 15, 2026 @ 15:00:45.603",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd LogLevel is configured.,3,19008
"May 15, 2026 @ 15:00:45.593",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure sshd access is configured.,7,19007
"May 15, 2026 @ 15:00:45.583",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/ssh/sshd_config are configured.,7,19007
"May 15, 2026 @ 15:00:45.573",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/cron.d are configured.,7,19007
"May 15, 2026 @ 15:00:45.562",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/cron.monthly are configured.,7,19007
"May 15, 2026 @ 15:00:45.552",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/cron.weekly are configured.,7,19007
"May 15, 2026 @ 15:00:45.542",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/cron.daily are configured.,7,19007
"May 15, 2026 @ 15:00:45.532",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/cron.hourly are configured.,7,19007
"May 15, 2026 @ 15:00:45.521",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure permissions on /etc/crontab are configured.,7,19007
"May 15, 2026 @ 15:00:45.511",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure cron daemon is enabled and active.,3,19008
"May 15, 2026 @ 15:00:45.501",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure journald ForwardToSyslog is disabled.,3,19009
"May 15, 2026 @ 15:00:45.490",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure journald Storage is configured.,3,19009
"May 15, 2026 @ 15:00:45.480",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure journald Compress is configured.,3,19009
"May 15, 2026 @ 15:00:45.469",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure journald service is enabled and active.,3,19008
"May 15, 2026 @ 15:00:45.459",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure systemd-journal-remote service is not in use.,3,19008
"May 15, 2026 @ 15:00:45.449",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure systemd-journal-remote is installed.,7,19007
"May 15, 2026 @ 15:00:45.439",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure cryptographic mechanisms are used to protect the integrity of audit tools.,3,19009
"May 15, 2026 @ 15:00:45.429",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure audit tools group owner is configured.,7,19007
"May 15, 2026 @ 15:00:45.419",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure audit tools owner is configured.,7,19007
"May 15, 2026 @ 15:00:45.409",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure audit tools mode is configured.,7,19007
"May 15, 2026 @ 15:00:45.399",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure audit configuration files group owner is configured.,3,19008
"May 15, 2026 @ 15:00:45.389",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure audit configuration files owner is configured.,3,19008
"May 15, 2026 @ 15:00:45.378",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure audit configuration files mode is configured.,3,19008
"May 15, 2026 @ 15:00:45.368",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure audit log files group owner is configured.,3,19009
"May 15, 2026 @ 15:00:45.358",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure the audit configuration is immutable.,7,19007
"May 15, 2026 @ 15:00:45.347",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure events that modify the system's Mandatory Access Controls are collected.,7,19007
"May 15, 2026 @ 15:00:45.337",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure login and logout events are collected.,7,19007
"May 15, 2026 @ 15:00:45.327",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure session initiation information is collected.,7,19007
"May 15, 2026 @ 15:00:45.317",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure events that modify user/group information are collected.,7,19007
"May 15, 2026 @ 15:00:45.307",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure events that modify the system's network environment are collected.,7,19007
"May 15, 2026 @ 15:00:45.297",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure events that modify date and time information are collected.,7,19007
"May 15, 2026 @ 15:00:45.287",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure actions as another user are always logged.,7,19007
"May 15, 2026 @ 15:00:45.277",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure changes to system administration scope (sudoers) is collected.,7,19007
"May 15, 2026 @ 15:00:45.266",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure system is disabled when audit logs are full.,7,19007
"May 15, 2026 @ 15:00:45.256",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure audit logs are not automatically deleted.,7,19007
"May 15, 2026 @ 15:00:45.246",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure audit log storage size is configured.,7,19007
"May 15, 2026 @ 15:00:45.236",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure audit_backlog_limit is sufficient.,7,19007
"May 15, 2026 @ 15:00:45.226",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure auditing for processes that start prior to auditd is enabled.,3,19008
"May 15, 2026 @ 15:00:45.215",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure auditd service is enabled and active.,7,19007
"May 15, 2026 @ 15:00:45.205",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure auditd packages are installed.,7,19007
"May 15, 2026 @ 15:00:45.195",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure ip6tables loopback traffic is configured.,7,19007
"May 15, 2026 @ 15:00:45.185",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure ip6tables default deny firewall policy.,7,19007
"May 15, 2026 @ 15:00:45.174",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure iptables loopback traffic is configured.,7,19007
"May 15, 2026 @ 15:00:45.164",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure iptables default deny firewall policy.,7,19007
"May 15, 2026 @ 15:00:45.154",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure ufw is uninstalled or disabled with iptables.,3,19008
"May 15, 2026 @ 15:00:45.143",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nftables is not installed with iptables.,7,19007
"May 15, 2026 @ 15:00:45.133",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure iptables packages are installed.,7,19007
"May 15, 2026 @ 15:00:45.123",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nftables service is enabled.,7,19007
"May 15, 2026 @ 15:00:45.113",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nftables default deny firewall policy.,7,19007
"May 15, 2026 @ 15:00:45.103",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nftables base chains exist.,7,19007
"May 15, 2026 @ 15:00:45.093",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure a nftables table exists.,7,19007
"May 15, 2026 @ 15:00:45.082",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nftables is installed.,3,19008
"May 15, 2026 @ 15:00:45.072",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure ufw default deny firewall policy.,7,19007
"May 15, 2026 @ 15:00:45.061",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure ufw loopback traffic is configured.,7,19007
"May 15, 2026 @ 15:00:45.051",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure ufw service is enabled.,3,19008
"May 15, 2026 @ 15:00:45.041",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure iptables-persistent is not installed with ufw.,3,19008
"May 15, 2026 @ 15:00:45.031",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure ufw is installed.,3,19008
"May 15, 2026 @ 15:00:45.021",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure rpcbind services are not in use.,3,19008
"May 15, 2026 @ 15:00:45.010",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure ldap client is not installed.,3,19008
"May 15, 2026 @ 15:00:44.999",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure telnet client is not installed.,7,19007
"May 15, 2026 @ 15:00:44.989",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure talk client is not installed.,3,19008
"May 15, 2026 @ 15:00:44.979",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure rsh client is not installed.,3,19008
"May 15, 2026 @ 15:00:44.969",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure NIS Client is not installed.,3,19008
"May 15, 2026 @ 15:00:44.959",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure rsync services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.949",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure mail transfer agent is configured for local-only mode.,3,19008
"May 15, 2026 @ 15:00:44.939",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nis server services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.929",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure snmp services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.918",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure web proxy server services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.908",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure samba file server services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.898",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure message access server services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.888",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure web server services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.878",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure ftp server services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.867",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure dns server services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.852",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure network file system services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.842",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure ldap server services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.832",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure dhcp server services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.822",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure print server services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.812",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure avahi daemon services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.801",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure X window server services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.791",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure systemd-timesyncd is enabled and running.,3,19008
"May 15, 2026 @ 15:00:44.780",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure chrony is enabled and running.,7,19007
"May 15, 2026 @ 15:00:44.770",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure chrony is running as user _chrony.,3,19009
"May 15, 2026 @ 15:00:44.760",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure access to /etc/issue.net is configured.,3,19008
"May 15, 2026 @ 15:00:44.750",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure access to /etc/issue is configured.,3,19008
"May 15, 2026 @ 15:00:44.740",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure access to /etc/motd is configured.,3,19008
"May 15, 2026 @ 15:00:44.730",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure remote login warning banner is configured properly.,7,19007
"May 15, 2026 @ 15:00:44.720",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure local login warning banner is configured properly.,7,19007
"May 15, 2026 @ 15:00:44.709",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure message of the day is configured properly.,3,19008
"May 15, 2026 @ 15:00:44.701",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure AppArmor is enabled in the bootloader configuration.,7,19007
"May 15, 2026 @ 15:00:44.689",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure AppArmor is installed.,7,19007
"May 15, 2026 @ 15:00:44.679",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure Automatic Error Reporting is not enabled.,7,19007
"May 15, 2026 @ 15:00:44.669",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure prelink is not installed.,3,19008
"May 15, 2026 @ 15:00:44.659",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure access to bootloader config is configured.,7,19007
"May 15, 2026 @ 15:00:44.649",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure bootloader password is set.,7,19007
"May 15, 2026 @ 15:00:44.639",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure AIDE is installed.,7,19007
"May 15, 2026 @ 15:00:44.629",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure autofs services are not in use.,3,19008
"May 15, 2026 @ 15:00:44.619",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nosuid option set on /dev/shm partition.,3,19008
"May 15, 2026 @ 15:00:44.609",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure noexec option set on /dev/shm partition.,7,19007
"May 15, 2026 @ 15:00:44.598",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nodev option set on /dev/shm partition.,3,19008
"May 15, 2026 @ 15:00:44.588",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nosuid option set on /home partition.,7,19007
"May 15, 2026 @ 15:00:44.578",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nodev option set on /home partition.,7,19007
"May 15, 2026 @ 15:00:44.569",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure separate partition exists for /home.,7,19007
"May 15, 2026 @ 15:00:44.558",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nosuid option set on /var/log/audit partition.,7,19007
"May 15, 2026 @ 15:00:44.548",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nodev option set on /var/log/audit partition.,7,19007
"May 15, 2026 @ 15:00:44.538",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure noexec option set on /var/log/audit partition.,7,19007
"May 15, 2026 @ 15:00:44.528",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure separate partition exists for /var/log/audit.,7,19007
"May 15, 2026 @ 15:00:44.518",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nosuid option set on /var/log partition.,7,19007
"May 15, 2026 @ 15:00:44.513",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure noexec option set on /var/log partition.,7,19007
"May 15, 2026 @ 15:00:44.497",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nodev option set on /var/log partition.,7,19007
"May 15, 2026 @ 15:00:44.487",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure separate partition exists for /var/log.,7,19007
"May 15, 2026 @ 15:00:44.477",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nodev option set on /var/tmp partition.,7,19007
"May 15, 2026 @ 15:00:44.467",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nosuid option set on /var/tmp partition.,7,19007
"May 15, 2026 @ 15:00:44.457",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure noexec option set on /var/tmp partition.,7,19007
"May 15, 2026 @ 15:00:44.447",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure separate partition exists for /var/tmp.,7,19007
"May 15, 2026 @ 15:00:44.437",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nosuid option set on /var partition.,7,19007
"May 15, 2026 @ 15:00:44.427",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nodev option set on /var partition.,7,19007
"May 15, 2026 @ 15:00:44.415",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure separate partition exists for /var.,7,19007
"May 15, 2026 @ 15:00:44.404",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nosuid option set on /tmp partition.,7,19007
"May 15, 2026 @ 15:00:44.392",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure noexec option set on /tmp partition.,7,19007
"May 15, 2026 @ 15:00:44.380",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure nodev option set on /tmp partition.,7,19007
"May 15, 2026 @ 15:00:44.370",wazuh-server,CIS Ubuntu Linux 22.04 LTS Benchmark v2.0.0.: Ensure /tmp is a separate partition.,7,19007
"May 15, 2026 @ 15:00:42.565",wazuh-server,PAM: Login session opened.,3,5501
"May 15, 2026 @ 15:00:42.565",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:00:42.565",wazuh-server,PAM: Login session closed.,3,5502
"May 15, 2026 @ 15:00:42.565",wazuh-server,First time user executed sudo.,4,5403
